iyear,imonth,iday,provstate,city,attacktype1_txt,targtype1_txt,targsubtype1_txt,target1,gname,weaptype1_txt,nkill,nwound,summary,scite1,date
2002,12,16,Jammu and Kashmir,Rajouri,Bombing/Explosion,Private Citizens & Property,Marketplace/Plaza/Square,Civilians near the market place in Rajouri,Unknown,Explosives,1.0,5.0,12/16/2002: Militants in Kashmir threw a hand grenade into a crowded marketplace killing one and injuring at least five. The assailants fled. The grenade exploded near the Jammu and Kashmir Cooperative Bank in the town of Rajouri. There was some damage to the nearby buildings and shops.,"“Seven People Seriously Injured in Bomb Blast in Indian Kashmir,” AFP, December 16, 2002.",2002-12-16
2002,12,18,Jammu and Kashmir,Kulgam,Bombing/Explosion,Military,Paramilitary,Border Security Force soldiers,Unknown,Explosives,0.0,18.0,"12/18/2002: Militants threw a grenade at a car belonging to India’s Border Security Force in Kulgam. Three soldiers and fifteen civilians were injured, and the vehicle sustained extensive damage. This was one of four related attacks in Jammu and Kashmir on December 18. The attacks were believed to be in retaliation to the sentencing to death of three Kashmiri men in New Delhi for their role in an attack on the Indian parliament in December of 2001.","“Fifteen civilians, three BSF soldiers hurt in grenade blast in Kashmir,” Jammu Daily Excelsior, December 19, 2002.",2002-12-18
2002,12,18,Jammu and Kashmir,Srinagar,Bombing/Explosion,Police,Police Security Forces/Officers,Indian police officers in Srinagar,Unknown,Explosives,0.0,1.0,12/18/2002: A civilian was injured when suspected rebels hurled a hand grenade at a police camp in Srinagar. This was one of four related attacks in Jammu and Kashmir on December 18. The attacks were believed to be in retaliation to the sentencing to death of three Kashmiri men in New Delhi for their role in an attack on the Indian parliament in December of 2001.,"“Two Dead, 20 Injured In Kashmir Attacks After Court Sentence In Delhi,” AFP, December 18, 2002.",2002-12-18
2002,12,18,Jammu and Kashmir,Baramulla District,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Indian Army soldier,Unknown,Firearms,1.0,0.0,12/18/2002: Suspected rebels shot dead a Muslim member of the Indian army from point blank range in northern Baramulla district. This was one of four related attacks in Jammu and Kashmir on December 18. The attacks were believed to be in retaliation to the sentencing to death of three Kashmiri men in New Delhi for their role in an attack on the Indian parliament in December of 2001.,"“Two Dead, 20 Injured In Kashmir Attacks After Court Sentence In Delhi,” AFP, December 18, 2002.",2002-12-18
2002,12,18,Jammu and Kashmir,Udhampur District,Unknown,Military,Military Unit/Patrol/Convoy,Indian Army soldier,Unknown,Unknown,1.0,0.0,12/18/2002: Suspected rebels killed one soldier in an attack on an Indian army patrol in southern Udhampur district. This was one of four related attacks in Jammu and Kashmir on December 18. The attacks were believed to be in retaliation to the sentencing to death of three Kashmiri men in New Delhi for their role in an attack on the Indian parliament in December of 2001.,"“Two Dead, 20 Injured In Kashmir Attacks After Court Sentence In Delhi,” AFP, December 18, 2002.",2002-12-18
2002,12,19,Jammu and Kashmir,Rajouri,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Muslim extremists,Firearms,3.0,0.0,"12/19/2002: Three women were killed in their homes by suspected Muslim militants in the Rajouri district, Jammu and Kashmir. Two of the women were shot dead, while the third was taken away and beheaded. Authorities said there was a possibility the killings were linked to posters erected by the small group Lashkar Jabbar which advised women not to wear veils. It was unclear if the attackers were affiliated with Lashkar Jabbar, and it was unknown if the women were attacked together or separately.","Herald Sun, “3 killed over veils,” December 21, 2002.",2002-12-19
2002,12,20,Jammu and Kashmir,Konibal,Assassination,Government (General),"Government Personnel (excluding police, military)",Abdul Aziz Mir,Save Kashmir Movement,Firearms,1.0,0.0,"12/20/2002: The newly elected People's Democratic Party member Abdul Aziz Mir of the Indian Legislative Assembly was shot dead by an unknown assailant after the Friday prayers in Konibal, Pompore in Jammu and Kashmir. Save Kashmir, an unknown militant organization, claimed responsibility for the assassination in a telephone call to a local news agency. The group stated that all who worked for India would meet the same fate as Abdul Aziz Mir.","""Kashmir: Murder of Politician Proves Thinking of Militants Remains 'Unchanged',"" The Srinagar Times, December 23, 2002.",2002-12-20
2003,1,2,Jammu and Kashmir,Pahalgam,Assassination,Private Citizens & Property,Alleged Informant,Local informant to Indian troops,Unknown,Firearms,1.0,0.0,"01/02/2003: A Muslim carpet-weaver was shot and wounded by suspected Muslim militants in the village of Sailya, near the well-known picnic spot of Pahalgam, 100 kilometers (62 miles) southeast of Srinagar, the summer capital. Before his death, the victim stated that the militants believed he was working with Indian troops stationed in Indian Kashmir.","“Two Killed, Arms, Explosives Seized in Indian Kashmir,” Agence France Presse, January 2, 2003.",2003-01-02
2003,1,5,Jammu and Kashmir,Kulgam,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Indian Central Reserve Police Force patrol party in the crowded Kulgam bus stand in South Kashmir,Unknown,Explosives,0.0,35.0,"01/05/2003: At least 35 people, including four Central Reserve Police Force personnel, were injured when suspected militants lobbed a grenade at a CRPF patrol party in the crowded Kulgam bus stand in South Kashmir. There were no fatalities.","“Five killed, 40 injured in Kashmir explosion, shootouts,” Agence France Presse, January 5, 2003.",2003-01-05
2003,1,6,Jammu and Kashmir,Srinagar,Assassination,Business,Retail/Grocery/Bakery,Liquor Store Owner Abdul Hamid Sheikh,Unknown,Firearms,1.0,0.0,"01/06/2003: In Srinagar, inside Indian controlled Kashmir, wine store owner Abdul Hamid Sheikh was shot and killed by unknown gunmen on his way home from his store. Abdul was said to have defied threats from militants to close down his store.","“Muslim woman, wine-shop owner killed in Indian Kashmir,” Agence France Presse, January 6, 2003.",2003-01-06
2003,1,9,Jammu and Kashmir,Sumbal,Assassination,Private Citizens & Property,Named Civilian,Abdul Rashid Khan,Unknown,Melee,1.0,0.0,"01/09/2003: Abdul Rashid Khan was killed in the village of Sumblar in Indian Kashmir by suspected militants. Found with his throat slit, police said Khan was suspected of passing along information to Indian troops.","“Two killed in Kashmir as India, Pakistan troops exchange fire.” Agence France Presse. January 9, 2003.",2003-01-09
2003,1,9,Jammu and Kashmir,Ahem Sharief,Assassination,Private Citizens & Property,Named Civilian,Manzoor Ahmed,Unknown,Firearms,1.0,0.0,01/09/2003: Manzoor Ahmed was shot and killed in the village of Ahem Sharief in Indian Kashmir by suspected Muslim militants.,"“Two killed in Kashmir as India, Pakistan troops exchange fire.” Agence France Presse. January 9, 2003.",2003-01-09
2003,1,10,Jammu and Kashmir,Poonch,Armed Assault,Private Citizens & Property,Named Civilian,Barkat Bibi and her son Mohammed Shakeel,Unknown,Firearms,2.0,0.0,01/10/2003: Barkat Bibi and her son Mohammed Shakeel were shot dead in their Poonch district house in Indian controlled Kashmir by unknown Muslim militants.,"“Eleven killed in Kashmir as British lawmakers arrive on tour.” Agence France Presse. January 11, 2003.",2003-01-10
2003,1,10,Jammu and Kashmir,Kheora,Bombing/Explosion,Religious Figures/Institutions,Place of Worship,Kheora Mosque,Unknown,Explosives,0.0,0.0,"01/10/2003: A mosque in Kheora, Jammu was the target of a late night grenade attack by an unknown perpetrator. The temple was empty at the time and the grenade, which landed against the outer wall, caused minor damage and no casualties.","“India: Grenade attack damages temple; forces recover 60 kg explosives in Kashmir.” Daily Excelsior. January 12, 2003.",2003-01-10
2003,1,10,Jammu and Kashmir,Baramulla,Assassination,Private Citizens & Property,Named Civilian,Abdul Gani,Unknown,Firearms,1.0,0.0,"01/11/2003: Abdul Gani, an innocent bystander, was shot and killed in Baramulla in the Indian State of Kashmir when an unknown militant opened fire at a suspected police informant standing at a bus stand.","“Five rebels, laborer die in Indian Kashmir shoot-outs.” Agence France Presse. January 10, 2003.",2003-01-10
2003,1,13,Jammu and Kashmir,Panar,Hostage Taking (Kidnapping),Private Citizens & Property,Named Civilian,Brothers Miru and Ismail Katarai,Unknown,Firearms,2.0,0.0,"01/13/2003: Two brothers, Miru and Ismail Katarai, were abducted before being shot and killed by Muslim separatists in the village of Panar inside Indian controlled Kashmir. The bodies of the victims displayed marks of torture.","“Two Muslim brothers among six killed in Indian Kashmir.” Agence France Presse. January 14, 2003.",2003-01-13
2003,1,14,Jammu and Kashmir,Srinagar,Assassination,Private Citizens & Property,Political Party Member/Rally,Ghulam Hassan Chopan,Muslim extremists,Firearms,1.0,0.0,"01/14/2003: Ghulam Hassan Chopan, a former spokesman for the Islamic group Jaish-e-Mohammed, was shot and killed by a lone Islamic militant in the Indian controlled Kashmir capital of Srinagar.","“Former rebel spokesman shot dead in Indian Kashmir,” Agence France Presse, January 15, 2003.",2003-01-14
2003,1,15,Jammu and Kashmir,Baramulla,Bombing/Explosion,Military,Military Transportation/Vehicle (excluding convoys),Border Security Force transport vehicle,Unknown,Explosives,1.0,2.0,01/15/2003: An IED (improvised explosive device) detonation in the Baramulla district of Indian controlled Kashmir left BSF [Border Security Force] officer Puran Lal dead and two more BSF troops wounded. The explosive was detonated as a military vehicle struck it. No militant group has claimed responsibility.,"“Border Security Force Officer Killed in Blast in Kashmir,” The Times of India, January 16, 2003.",2003-01-15
2003,1,16,Jammu and Kashmir,Hajan,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,State Assembly Person Akbar Lone,Unknown,Explosives,0.0,0.0,"01/16/2003: Indian Border Security Forces operating in Kashmir detected a large bomb planted in the main road running though Hajan township. The explosive, composed of roughly 20 kilograms of RDX explosive, was also rigged with eleven hand grenades to prevent tampering. Indian authorities suspect that the bomb was meant to target Akbar Lone, a member of the state assembly and local leader of the National Conference party, who was set to visit Hajan within the following few days.","“Powerful bomb to target politician detected, 10 killed in Kashmir,” Agence France Presse, January 16, 2003.",2003-01-16
2003,1,19,Jammu and Kashmir,Kulgam,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,"Bus transporting Indian Security Forces in Kulgam, India",Muslim extremists,Explosives,0.0,21.0,"01/19/2003: Unknown Islamic militants in the Indian Kashmir town of Kulgam tossed a grenade towards a bus carrying police officers. The bomb missed its attended target and instead struck a civilian bus, resulting in twenty one injured.","“21 injured in Kashmir grenade attack, three dead in other unrest,” Agence France Presse, January 19, 2003.",2003-01-19
2003,1,20,Jammu and Kashmir,Baramulla,Bombing/Explosion,Military,Military Transportation/Vehicle (excluding convoys),"Border Security Force transport vehicle in Baramulla, India",Islamic Fateh,Explosives,1.0,1.0,01/20/2003: A three wheeled taxi loaded with explosives detonated near an Indian army vehicle resulting in one death and one injury inside the Indian Kashmir town of Baramulla. Responsibility for the attack was claimed by Islamic Fateh in a statement to a local news agency.,"“Indian soldier dies in Kashmir explosion,” Agence France Presse, January 20, 2003.",2003-01-20
2003,1,23,Jammu and Kashmir,Saraikul,Armed Assault,Government (General),Politician or Political Party Movement/Meeting/Rally,Party Activist Ghulam Rasool Dar,Unknown,Firearms,2.0,0.0,"01/23/2003: Saraipul, located inside Indian controlled Kashmir, was the location where suspected Islamic militants stopped a passenger bus and removed Ghulam Rasool Dar, a National Conference party activist, and Ghulam Mohammed Dar, a civilian. Both individuals were shot at point blank range killing them.","“Political Worker Among 4 Killed in Indian Kashmir,” Agence France Presse, January 23, 2003.",2003-01-23
